time_s,raw_acceleration_mps2,highpass_mps2,lowpass_mps2
0.090078125,813.9003803469506,821.931914433111,-8.031534113638386
0.09009375,625.8426692056901,633.7556277897231,-7.912958691519282
0.090109375,420.5832596581206,428.36813442873154,-7.784874960903749
0.090125,213.41083406184902,221.05851290633643,-7.647679120289051
0.090140625,18.581998568965894,26.083746681999344,-7.501748476939395
0.09015625000000001,-151.23726033776262,-143.88981570036293,-7.3474450918885
0.090171875,-281.27492971870845,-274.08981031226926,-7.18511995386203
0.0901875,-377.8065574344656,-370.791440560486,-7.015117516549478
0.090203125,-445.6182547330877,-438.7804750409222,-6.8377804319465865
0.09021875,-477.57761934270167,-470.9241658654059,-6.653454316192043
0.090234375,-496.8471646111819,-490.38467315847714,-6.4624923924500095
0.09025,-509.1893132615265,-502.92405443679735,-6.265259866876106
0.090265625,-519.0029200607947,-512.940783299162,-6.062137907542174
